id,status ,arrival_at,cost,overhead_cost,discount,acquisition_costs
191338,Lending,2025-06-28,22000,NULL,NULL,22000
191340,LendingToB,2025-06-25,15000,NULL,NULL,15000
191341,LendingToB,2025-06-25,15000,NULL,NULL,15000
191342,LendingToB,2025-06-25,15000,NULL,NULL,15000
191343,LendingToB,2025-06-25,15000,NULL,NULL,15000
191344,LendingToB,2025-06-25,15000,NULL,NULL,15000
191345,Lending,2025-08-04,17400,NULL,NULL,17400
191347,Lending,2025-07-22,17100,NULL,NULL,17100
191349,Lending,2025-06-30,21000,NULL,NULL,21000
191350,Lending,2025-07-15,21000,NULL,NULL,21000
191351,Impossibility,2025-08-25,5400,NULL,NULL,5400
191353,Lending,2025-07-22,5700,NULL,NULL,5700
191358,LendingToB,2025-06-20,29915,NULL,NULL,29915
191359,LendingToB,2025-06-20,29915,NULL,NULL,29915
191360,LendingToB,2025-06-20,29915,NULL,NULL,29915
191361,LendingToB,2025-06-20,29915,NULL,NULL,29915
191362,LendingToB,2025-06-20,29915,NULL,NULL,29915
191363,Recovery,2025-07-07,28800,NULL,NULL,28800
191364,LendingToB,2025-06-20,29915,NULL,NULL,29915
191365,LendingToB,2025-06-20,26590,NULL,NULL,26590
191366,LendingToB,2025-06-20,26590,NULL,NULL,26590
191367,LendingToB,2025-06-20,26590,NULL,NULL,26590
191368,Recovery,2025-06-23,28000,NULL,NULL,28000
191369,Lending,2025-06-23,28000,NULL,NULL,28000
191370,Recovery,2025-06-23,28000,NULL,NULL,28000
191371,LendingToB,2025-06-24,15525,NULL,NULL,15525
191372,LendingToB,2025-06-24,15525,NULL,NULL,15525
191373,LendingToB,2025-06-25,9600,NULL,NULL,9600
191374,LendingToB,2025-06-20,0,NULL,NULL,0
191377,Lending,2025-08-05,78500,NULL,NULL,78500
191378,Lending,2025-08-20,77235,NULL,NULL,77235
191379,Lending,2025-07-16,86169,NULL,NULL,86169
191380,Recovery,2025-07-22,83761,NULL,NULL,83761
191388,Lending,2025-07-09,40200,NULL,NULL,40200
191389,Lending,2025-07-22,42516,NULL,NULL,42516
191391,NotDemanded,9999-12-31,18000,NULL,NULL,18000
191393,LendingToB,2025-06-26,44100,NULL,NULL,44100
191394,LendingToB,2025-06-26,9600,NULL,NULL,9600
191395,Recovery,2025-06-25,2630,NULL,NULL,2630
191396,Ready,2025-06-25,2630,NULL,NULL,2630
191397,Recovery,2025-06-25,2630,NULL,NULL,2630
191398,Ready,2025-06-25,2630,NULL,NULL,2630
191399,LendingToB,2025-06-26,9600,NULL,NULL,9600
191400,Lending,2025-06-25,18000,NULL,NULL,18000
191401,Lending,2025-06-25,18000,NULL,NULL,18000
191402,Lending,2025-06-25,18000,NULL,NULL,18000
191403,Lending,2025-06-25,18000,NULL,NULL,18000
191404,Lending,2025-07-04,10902,NULL,NULL,10902
191405,Lending,2025-07-04,10902,NULL,NULL,10902
191406,Lending,2025-07-04,10902,NULL,NULL,10902
191407,LendingToB,2025-07-04,10902,NULL,NULL,10902
191408,Lending,2025-07-04,10902,NULL,NULL,10902
191409,Lending,2025-07-03,39300,NULL,NULL,39300
191410,Recovery,2025-07-04,14767,NULL,NULL,14767
191411,Ready,2025-07-04,14767,NULL,NULL,14767
191412,Impossibility,2025-07-04,14767,NULL,NULL,14767
191413,Lending,2025-07-04,14767,NULL,NULL,14767
191414,Lending,2025-07-04,0,NULL,NULL,0
191415,Impossibility,2025-07-04,0,NULL,NULL,0
191416,Lending,2025-07-04,56608,NULL,NULL,56608
191417,Lending,2025-07-04,56608,NULL,NULL,56608
191418,Lending,2025-07-04,0,NULL,NULL,0
191419,Lending,2025-07-04,56607,NULL,NULL,56607
191420,Lending,2025-07-04,42660,NULL,NULL,42660
191422,LendingToB,2025-07-04,45778,NULL,NULL,45778
191423,LendingToB,2025-07-04,0,NULL,NULL,0
191426,Ready,2025-07-04,58085,NULL,NULL,58085
191427,Ready,2025-07-04,58085,NULL,NULL,58085
191428,Lending,2025-07-04,22643,NULL,NULL,22643
191429,LendingToB,2025-07-18,20840,NULL,NULL,20840
191430,LendingToB,2025-07-18,20840,NULL,NULL,20840
191431,LendingToB,2025-07-18,20840,NULL,NULL,20840
191432,Ready,2025-07-18,20840,NULL,NULL,20840
191433,LendingToB,2025-06-02,0,NULL,NULL,0
191434,Lending,2025-07-04,42000,NULL,NULL,42000
191435,Lending,2025-07-04,42000,NULL,NULL,42000
191436,Lending,2025-07-04,0,NULL,NULL,0
191437,Lending,2025-07-04,0,NULL,NULL,0
191438,Lending,2025-07-04,42000,NULL,NULL,42000
191439,Lending,2025-07-04,42000,NULL,NULL,42000
191440,Lending,2025-07-04,0,NULL,NULL,0
191441,Lending,2025-07-04,0,NULL,NULL,0
191442,Ready,2025-07-05,0,NULL,NULL,0
191443,Lending,2025-07-05,0,NULL,NULL,0
191444,Ready,2025-07-05,0,NULL,NULL,0
191445,Recovery,2025-07-03,0,NULL,NULL,0
191446,Lending,2025-07-03,0,NULL,NULL,0
191447,Lending,2025-07-03,0,NULL,NULL,0
191448,Lending,2025-07-04,38000,NULL,NULL,38000
191449,Recovery,2025-07-04,38000,NULL,NULL,38000
191450,Lending,2025-07-04,38000,NULL,NULL,38000
191451,Lending,2025-07-05,0,NULL,NULL,0
191452,LendingToB,2025-07-03,0,NULL,NULL,0
191453,Lending,2025-07-04,42000,NULL,NULL,42000
191454,Lending,2025-07-05,0,NULL,NULL,0
191455,LendingToB,2025-07-03,0,NULL,NULL,0
191456,Lending,2025-07-04,38500,NULL,NULL,38500
191457,Lending,2025-07-04,0,NULL,NULL,0
191458,Lending,2025-07-04,0,NULL,NULL,0
191459,Lending,2025-07-04,0,NULL,NULL,0
191460,Lending,2025-07-04,0,NULL,NULL,0
191461,Lending,2025-07-04,33000,NULL,NULL,33000
191462,Lending,2025-07-04,33000,NULL,NULL,33000
191463,LendingToB,2025-07-23,588380,NULL,NULL,588380
191464,LendingToB,2025-07-23,588380,NULL,NULL,588380
191465,LendingToB,2025-07-23,30000,NULL,NULL,30000
191466,LendingToB,2025-07-23,30000,NULL,NULL,30000
191467,Lending,2025-07-14,33000,NULL,NULL,33000
191468,Lending,2025-07-14,33000,NULL,NULL,33000
191469,LendingToB,2025-07-23,62000,NULL,NULL,62000
191470,LendingToB,2025-07-23,62000,NULL,NULL,62000
191471,LendingToB,2025-07-23,66000,NULL,NULL,66000
191472,LendingToB,2025-07-23,66000,NULL,NULL,66000
191473,Lending,2025-06-26,6545,NULL,NULL,6545
191474,Lending,2025-06-26,6545,NULL,NULL,6545
191475,Lending,2025-06-26,6545,NULL,NULL,6545
191476,Lending,2025-06-26,6545,NULL,NULL,6545
191477,Lending,2025-06-25,27500,NULL,NULL,27500
191478,Lending,2025-06-25,27500,NULL,NULL,27500
191479,Lending,2025-06-25,27500,NULL,NULL,27500
191480,Lending,2025-06-25,27500,NULL,NULL,27500
191481,Lending,2025-06-25,27500,NULL,NULL,27500
191482,Lending,2025-06-25,19500,NULL,NULL,19500
191483,Ready,2025-06-25,19500,NULL,NULL,19500
191484,Impossibility,2025-06-25,2880,NULL,NULL,2880
191485,Ready,2025-06-25,2880,NULL,NULL,2880
191486,LendingToB,2025-06-26,19800,NULL,NULL,19800
191487,Lending,2025-06-30,12000,NULL,NULL,12000
191488,Lending,2025-06-30,12000,NULL,NULL,12000
191489,Lending,2025-06-30,12000,NULL,NULL,12000
191490,Lending,2025-06-30,15270,NULL,NULL,15270
191491,Lending,2025-06-30,15270,NULL,NULL,15270
191492,Ready,2025-06-26,33000,NULL,NULL,33000
191493,Lending,2025-06-26,33000,NULL,NULL,33000
191494,Lending,2025-06-26,33000,NULL,NULL,33000
191495,LendingToB,2025-06-27,19680,NULL,NULL,19680
191496,Lending,2025-06-26,30000,NULL,NULL,30000
191497,LendingToB,2025-06-26,34200,NULL,NULL,34200
191498,LendingToB,2025-06-26,17400,NULL,NULL,17400
191499,LendingToB,2025-07-15,287300,NULL,NULL,287300
191500,LendingToB,2025-07-15,53300,NULL,NULL,53300
191501,LendingToB,2025-07-15,53300,NULL,NULL,53300
191502,LendingToB,2025-07-15,53300,NULL,NULL,53300
191503,LendingToB,2025-07-15,53300,NULL,NULL,53300
191504,LendingToB,2025-07-15,53300,NULL,NULL,53300
191505,LendingToB,2025-07-15,53300,NULL,NULL,53300
191506,Lending,2025-07-02,2590,NULL,NULL,2590
191507,Lending,2025-07-02,2590,NULL,NULL,2590
191508,Ready,2025-07-02,2590,NULL,NULL,2590
191509,Ready,2025-07-02,2590,NULL,NULL,2590
191510,Lending,2025-07-02,2590,NULL,NULL,2590
191511,Recovery,2025-07-02,2590,NULL,NULL,2590
191512,Recovery,2025-07-02,2590,NULL,NULL,2590
191513,Lending,2025-07-02,2590,NULL,NULL,2590
191514,Lending,2025-07-02,2590,NULL,NULL,2590
191515,Impossibility,2025-07-02,2590,NULL,NULL,2590
191516,Lending,2025-07-02,2590,NULL,NULL,2590
191517,Lending,2025-07-02,2590,NULL,NULL,2590
191518,Lending,2025-06-26,42014,NULL,NULL,42014
191519,Lending,2025-06-26,42014,NULL,NULL,42014
191520,Ready,2025-06-26,4500,NULL,NULL,4500
191521,Ready,2025-06-26,4500,NULL,NULL,4500
191522,Lending,2025-06-26,6500,NULL,NULL,6500
191523,Ready,2025-06-26,6500,NULL,NULL,6500
191527,LendingToB,2025-06-24,25945,NULL,NULL,25945
191528,LendingToB,2025-07-01,76700,NULL,NULL,76700
191529,LendingToB,2025-07-01,0,NULL,NULL,0
191530,LendingToB,2025-06-27,54000,NULL,NULL,54000
191531,LendingToB,2025-06-27,17500,NULL,NULL,17500
191532,LendingToB,2025-07-04,18228,NULL,NULL,18228
191533,LendingToB,2025-07-04,18228,NULL,NULL,18228
191534,Lending,2025-06-25,9073,NULL,NULL,9073
191535,Lending,2025-11-12,9600,0,0,9600
191536,Ordered,2026-01-15,9600,0,0,9600
191537,LendingToB,2025-07-14,16250,NULL,NULL,16250
191538,Lending,2025-06-27,0,NULL,NULL,0
191539,LendingToB,2025-08-25,42600,NULL,NULL,42600
191543,NotDemanded,9999-12-31,55300,NULL,NULL,55300
191544,NotDemanded,9999-12-31,55300,NULL,NULL,55300
191545,Recovery,2025-08-04,55300,NULL,NULL,55300
191546,Lending,2025-11-25,55300,0,0,55300
191547,Lending,2026-01-09,25200,0,0,25200
191548,Ready,2026-01-09,25200,0,0,25200
191549,NotDemanded,9999-12-31,25200,NULL,NULL,25200
191550,NotDemanded,9999-12-31,25200,NULL,NULL,25200
191551,LendingToB,2025-07-14,27650,NULL,NULL,27650
191552,Lending,2025-09-03,13800,1053,0,14853
191553,LendingToB,2025-09-03,13800,1052,0,14852
191554,LendingToB,2025-09-03,13800,0,0,13800
191555,LendingToB,2025-09-03,13800,0,0,13800
191556,Lending,2025-07-04,14591,NULL,NULL,14591
191557,Lending,2025-07-04,14590,NULL,NULL,14590
191558,Lending,2025-07-04,14590,NULL,NULL,14590
191559,Lending,2025-07-04,14590,NULL,NULL,14590
191560,Lending,2025-07-04,15077,NULL,NULL,15077
191561,Lending,2025-07-04,15077,NULL,NULL,15077
191562,Impossibility,2025-06-27,28000,NULL,NULL,28000
191563,Impossibility,2025-06-27,28000,NULL,NULL,28000
191564,Impossibility,2025-06-27,28000,NULL,NULL,28000
191565,Impossibility,2025-06-24,62500,NULL,NULL,62500
191566,Lending,2025-06-24,62500,NULL,NULL,62500
191567,Lending,2025-06-24,87500,NULL,NULL,87500
191568,Lending,2025-06-24,62500,NULL,NULL,62500
191569,Lending,2025-06-24,87500,NULL,NULL,87500
191570,Lending,2025-06-24,87500,NULL,NULL,87500
191571,Impossibility,2025-07-01,14400,NULL,NULL,14400
191572,Lending,2025-06-24,87500,NULL,NULL,87500
191573,Lending,2025-06-24,87500,NULL,NULL,87500
191574,Lending,2025-06-24,87500,NULL,NULL,87500
191575,Lending,2025-06-24,87500,NULL,NULL,87500
191576,Lending,2025-06-24,62500,NULL,NULL,62500
191577,Ready,2025-06-24,87500,NULL,NULL,87500
191578,Impossibility,2025-06-24,31000,NULL,NULL,31000
191579,Lending,2025-06-24,31000,NULL,NULL,31000
191580,Lending,2025-06-24,31000,NULL,NULL,31000
191581,Ready,2025-06-24,31000,NULL,NULL,31000
191582,Lending,2025-06-24,31000,NULL,NULL,31000
191583,Lending,2025-06-24,9500,NULL,NULL,9500
191584,Lending,2025-06-24,9500,NULL,NULL,9500
191585,Lending,2025-06-24,18800,NULL,NULL,18800
191586,Lending,2025-06-24,18800,NULL,NULL,18800
191587,Lending,2025-06-24,16000,NULL,NULL,16000
191588,Lending,2025-06-24,9500,NULL,NULL,9500
191589,Ready,2025-06-24,9500,NULL,NULL,9500
191590,Lending,2025-06-24,9500,NULL,NULL,9500
191591,LendingToB,2025-06-24,9500,NULL,NULL,9500
191592,Ready,2025-06-24,9500,NULL,NULL,9500
191593,Lending,2025-06-24,16000,NULL,NULL,16000
191594,Lending,2025-06-24,9500,NULL,NULL,9500
191595,Lending,2025-06-24,18800,NULL,NULL,18800
191596,Ready,2025-06-24,16000,NULL,NULL,16000
191597,Lending,2025-06-24,25000,NULL,NULL,25000
191598,Lending,2025-06-24,25000,NULL,NULL,25000
191599,Lending,2025-06-24,25000,NULL,NULL,25000
191600,Lending,2025-06-24,25000,NULL,NULL,25000
191601,Impossibility,2025-07-04,8281,NULL,NULL,8281
191602,Lending,2025-06-24,22500,NULL,NULL,22500
191603,Lending,2025-06-24,22500,NULL,NULL,22500
191604,Lending,2025-06-24,22500,NULL,NULL,22500
191605,Lending,2025-06-24,22500,NULL,NULL,22500
191606,Lending,2025-06-24,25000,NULL,NULL,25000
191607,Lending,2025-06-24,22500,NULL,NULL,22500
191608,Lending,2025-06-24,15000,NULL,NULL,15000
191609,Ready,2025-06-24,15000,NULL,NULL,15000
191610,Ready,2025-06-24,18800,NULL,NULL,18800
191611,Lending,2025-06-24,18800,NULL,NULL,18800
191612,Lending,2025-06-24,18800,NULL,NULL,18800
191613,Lending,2025-06-24,9500,NULL,NULL,9500
191614,Lending,2025-06-24,17500,NULL,NULL,17500
191615,Ready,2025-06-24,15000,NULL,NULL,15000
191616,Lending,2025-06-24,15000,NULL,NULL,15000
191617,Lending,2025-06-24,15000,NULL,NULL,15000
191618,Lending,2025-06-24,15000,NULL,NULL,15000
191619,LendingToB,2025-06-24,17500,NULL,NULL,17500
191620,Lending,2025-06-24,17500,NULL,NULL,17500
191621,Lending,2025-06-24,9500,NULL,NULL,9500
191622,Lending,2025-06-24,9500,NULL,NULL,9500
191623,Lending,2025-06-24,18800,NULL,NULL,18800
191624,Lending,2025-06-24,22500,NULL,NULL,22500
191625,Lending,2025-06-24,22500,NULL,NULL,22500
191626,Lending,2025-06-24,9500,NULL,NULL,9500
191627,Lending,2025-06-24,37500,NULL,NULL,37500
191628,Lending,2025-06-24,37500,NULL,NULL,37500
191629,Lending,2025-06-24,37500,NULL,NULL,37500
191630,Lending,2025-06-24,37500,NULL,NULL,37500
191631,Lending,2025-06-24,43800,NULL,NULL,43800
191632,Lending,2025-06-24,30000,NULL,NULL,30000
191633,Lending,2025-06-24,30000,NULL,NULL,30000
191634,LendingToB,2025-06-23,0,NULL,NULL,0
191635,Impossibility,2025-07-04,11200,NULL,NULL,11200
191636,LendingToB,2025-06-27,17138,NULL,NULL,17138
191637,Impossibility,2025-07-02,11900,NULL,NULL,11900
191638,Impossibility,2025-07-02,11900,NULL,NULL,11900
191639,LendingToB,2025-06-30,15600,NULL,NULL,15600
191640,LendingToB,2025-06-27,40281,NULL,NULL,40281
191641,LendingToB,2025-06-27,7094,NULL,NULL,7094
191642,LendingToB,2025-07-15,0,NULL,NULL,0
191643,LendingToB,2025-06-24,0,NULL,NULL,0
191644,LendingToB,2025-06-24,0,NULL,NULL,0
191645,LendingToB,2025-06-24,0,NULL,NULL,0
191646,Ready,2025-06-24,0,NULL,NULL,0
191647,Ready,2025-06-24,0,NULL,NULL,0
191649,Impossibility,2025-06-24,0,NULL,NULL,0
191650,Impossibility,2025-06-24,0,NULL,NULL,0
191651,Impossibility,2025-06-24,0,NULL,NULL,0
191652,Impossibility,2025-06-24,0,NULL,NULL,0
191653,Impossibility,2025-06-24,0,NULL,NULL,0
191654,Impossibility,2025-06-24,0,NULL,NULL,0
191655,LendingToB,2025-06-24,0,NULL,NULL,0
191656,LendingToB,2025-06-24,0,NULL,NULL,0
191657,LendingToB,2025-06-30,19000,3750,0,22750
191658,LendingToB,2025-06-30,19000,3750,0,22750
191659,LendingToB,2025-06-30,19000,3750,0,22750
191660,LendingToB,2025-06-30,19000,3750,0,22750
191661,LendingToB,2025-06-30,19000,3750,0,22750
191662,LendingToB,2025-06-30,19000,3750,0,22750
191663,LendingToB,2025-06-30,19000,3750,0,22750
191664,LendingToB,2025-06-30,19000,3750,0,22750
191665,LendingToB,2025-06-30,19952,NULL,NULL,19952
191666,LendingToB,2025-06-30,19952,NULL,NULL,19952
191667,LendingToB,2025-06-30,19952,NULL,NULL,19952
191668,LendingToB,2025-06-30,19952,NULL,NULL,19952
191669,LendingToB,2025-06-30,19952,NULL,NULL,19952
191670,LendingToB,2025-06-30,19952,NULL,NULL,19952
191671,LendingToB,2025-06-30,19952,NULL,NULL,19952
191672,LendingToB,2025-06-30,19952,NULL,NULL,19952
191673,Impossibility,2025-07-04,79710,NULL,NULL,79710
191674,Impossibility,2025-07-04,79709,NULL,NULL,79709
191683,Impossibility,2025-07-04,0,NULL,NULL,0
191684,Impossibility,2025-07-04,0,NULL,NULL,0
191685,Impossibility,2025-07-04,0,NULL,NULL,0
191686,Impossibility,2025-07-04,0,NULL,NULL,0
191687,Impossibility,2025-07-04,0,NULL,NULL,0
191688,Impossibility,2025-07-04,0,NULL,NULL,0
191689,Impossibility,2025-07-04,0,NULL,NULL,0
191690,Impossibility,2025-07-04,0,NULL,NULL,0
191691,Lending,2025-06-27,23047,NULL,NULL,23047
191692,Lending,2025-06-27,23047,NULL,NULL,23047
191693,Lending,2025-06-27,23047,NULL,NULL,23047
191694,Lending,2025-06-27,23047,NULL,NULL,23047
191695,Lending,2025-06-27,23047,NULL,NULL,23047
191696,Lending,2025-06-27,26340,NULL,NULL,26340
191697,Lending,2025-06-27,26340,NULL,NULL,26340
191698,Lending,2025-06-27,26340,NULL,NULL,26340
191699,Lending,2025-06-27,26340,NULL,NULL,26340
191700,Lending,2025-06-27,26340,NULL,NULL,26340
191701,Recovery,2025-06-27,29632,NULL,NULL,29632
191702,Lending,2025-06-27,29632,NULL,NULL,29632
191703,Lending,2025-06-27,29632,NULL,NULL,29632
191704,LendingToB,2025-06-27,36013,NULL,NULL,36013
191705,Lending,2025-06-27,36013,NULL,NULL,36013
191706,Lending,2025-06-27,36013,NULL,NULL,36013
191707,Lending,2025-06-27,36013,NULL,NULL,36013
191708,LendingToB,2025-06-27,36013,NULL,NULL,36013
191709,Lending,2025-06-27,36013,NULL,NULL,36013
191710,LendingToB,2025-06-27,36012,NULL,NULL,36012
191711,Ready,2025-06-27,36012,NULL,NULL,36012
191712,Impossibility,2025-06-27,43215,NULL,NULL,43215
191713,LendingToB,2025-06-27,43215,NULL,NULL,43215
191714,Recovery,2025-06-27,54019,NULL,NULL,54019
191715,Lending,2025-06-27,54019,NULL,NULL,54019
191716,LendingToB,2025-06-27,54019,NULL,NULL,54019
191717,Lending,2025-06-27,44944,NULL,NULL,44944
191718,Lending,2025-06-27,44944,NULL,NULL,44944
191719,Lending,2025-07-07,47680,NULL,NULL,47680
191720,LendingToB,2025-07-01,84400,NULL,NULL,84400
191721,LendingToB,2025-06-30,11350,NULL,NULL,11350
191722,Impossibility,2025-07-23,34350,NULL,NULL,34350
191723,Impossibility,2025-07-23,34350,NULL,NULL,34350
191724,Lending,2025-06-25,0,NULL,NULL,0
191725,Lending,2025-06-25,0,NULL,NULL,0
191726,Lending,2025-06-25,0,NULL,NULL,0
191727,Lending,2025-06-25,0,NULL,NULL,0
191728,Lending,2025-06-25,0,NULL,NULL,0
191729,Recovery,2025-06-25,0,NULL,NULL,0
191730,Ready,2025-06-30,30636,NULL,NULL,30636
191731,Recovery,2025-06-30,30636,NULL,NULL,30636
191732,Recovery,2025-06-30,30636,NULL,NULL,30636
191733,Ready,2025-06-30,36655,NULL,NULL,36655
191734,Ready,2025-07-03,23000,NULL,NULL,23000
191735,Ready,2025-07-03,23000,NULL,NULL,23000
191736,Ready,2025-07-03,28000,NULL,NULL,28000
191737,Lending,2025-07-03,28000,NULL,NULL,28000
191738,Lending,2025-07-04,53150,NULL,NULL,53150
191739,Lending,2025-07-04,53150,NULL,NULL,53150
191741,LendingToB,2025-06-25,0,NULL,NULL,0
191742,Lending,2025-07-02,18000,NULL,NULL,18000
191743,Recovery,2025-07-02,18000,NULL,NULL,18000
191744,Lending,2025-07-02,18000,NULL,NULL,18000
191745,Recovery,2025-07-02,18000,NULL,NULL,18000
191746,Lending,2025-07-02,18000,NULL,NULL,18000
191747,Lending,2025-07-02,21600,NULL,NULL,21600
191748,Lending,2025-07-02,21600,NULL,NULL,21600
191749,Lending,2025-07-02,21600,NULL,NULL,21600
191750,Lending,2025-07-02,21600,NULL,NULL,21600
191751,Lending,2025-07-02,21600,NULL,NULL,21600
191752,Lending,2025-07-02,25200,NULL,NULL,25200
191753,Lending,2025-07-02,25200,NULL,NULL,25200
191754,Lending,2025-07-02,25200,NULL,NULL,25200
191755,Lending,2025-07-02,25200,NULL,NULL,25200
191756,Recovery,2025-07-02,25200,NULL,NULL,25200
191757,Lending,2025-07-09,13629,NULL,NULL,13629
191758,Lending,2025-07-09,13629,NULL,NULL,13629
191759,Lending,2025-07-09,13629,NULL,NULL,13629
191760,Lending,2025-07-09,13629,NULL,NULL,13629
191761,Recovery,2025-07-09,13629,NULL,NULL,13629
191762,Lending,2025-07-09,16357,NULL,NULL,16357
191763,Lending,2025-07-09,16357,NULL,NULL,16357
191764,Lending,2025-07-09,16357,NULL,NULL,16357
191765,Lending,2025-07-09,16357,NULL,NULL,16357
191766,Lending,2025-07-09,16357,NULL,NULL,16357
191767,Lending,2025-07-05,0,NULL,NULL,0
191768,Lending,2025-07-05,0,NULL,NULL,0
191769,Lending,2025-07-05,0,NULL,NULL,0
191770,Lending,2025-07-05,0,NULL,NULL,0
191771,Ready,2025-07-05,0,NULL,NULL,0
191772,Lending,2025-07-05,0,NULL,NULL,0
191773,Lending,2025-07-05,34000,NULL,NULL,34000
191774,Lending,2025-07-05,34000,NULL,NULL,34000
191775,Lending,2025-07-05,34000,NULL,NULL,34000
191776,Lending,2025-07-05,0,NULL,NULL,0
191777,Lending,2025-07-04,0,NULL,NULL,0
191778,Impossibility,2025-07-04,0,NULL,NULL,0
191779,Lending,2025-07-05,34000,NULL,NULL,34000
191780,Lending,2025-07-05,34000,NULL,NULL,34000
191781,Lending,2025-07-05,34000,NULL,NULL,34000
191782,Lending,2025-07-05,0,NULL,NULL,0
191783,Lending,2025-07-05,0,NULL,NULL,0
191784,Lending,2025-07-05,0,NULL,NULL,0
191785,Lending,2025-07-05,0,NULL,NULL,0
191786,Lending,2025-07-05,0,NULL,NULL,0
191787,Recovery,2025-07-05,38000,NULL,NULL,38000
191788,Lending,2025-07-05,38000,NULL,NULL,38000
191789,Lending,2025-07-05,0,NULL,NULL,0
191790,Ready,2025-07-05,0,NULL,NULL,0
191791,Lending,2025-07-04,0,NULL,NULL,0
191792,Recovery,2025-07-04,0,NULL,NULL,0
191793,Lending,2025-07-05,0,NULL,NULL,0
191794,Lending,2025-07-05,0,NULL,NULL,0
191795,Lending,2025-07-05,42000,NULL,NULL,42000
191796,Lending,2025-07-05,42000,NULL,NULL,42000
191797,Lending,2025-07-04,0,NULL,NULL,0
191798,Recovery,2025-07-05,0,NULL,NULL,0
191799,Lending,2025-07-05,42000,NULL,NULL,42000
191800,Lending,2025-06-27,648,NULL,NULL,648
191801,Lending,2025-06-27,648,NULL,NULL,648
191802,Lending,2025-06-27,648,NULL,NULL,648
191803,Lending,2025-06-27,648,NULL,NULL,648
191804,LendingToB,2025-06-27,648,NULL,NULL,648
191805,Lending,2025-06-27,648,NULL,NULL,648
191806,Recovery,2025-06-27,648,NULL,NULL,648
191807,LendingToB,2025-06-27,1085,NULL,NULL,1085
191808,Lending,2025-06-27,1085,NULL,NULL,1085
191809,Lending,2025-06-27,1085,NULL,NULL,1085
191810,Impossibility,2025-06-27,1085,NULL,NULL,1085
191811,Lending,2025-06-27,1085,NULL,NULL,1085
191812,Lending,2025-06-27,1085,NULL,NULL,1085
191813,Recovery,2025-06-27,1085,NULL,NULL,1085
191814,Lending,2025-06-27,1254,NULL,NULL,1254
191815,Lending,2025-06-27,1254,NULL,NULL,1254
191816,Lending,2025-06-27,1254,NULL,NULL,1254
191818,Impossibility,2025-07-01,0,NULL,NULL,0
191819,Ready,2025-06-25,0,NULL,NULL,0
191820,Impossibility,2025-07-01,15876,NULL,NULL,15876
191821,Impossibility,2025-07-01,0,NULL,NULL,0
191822,Ready,2025-06-25,0,NULL,NULL,0
191823,Ready,2025-06-25,0,NULL,NULL,0
191824,Ready,2025-06-29,22882,NULL,NULL,22882
191825,Ready,2025-06-29,0,NULL,NULL,0
191826,Impossibility,2025-06-29,29700,NULL,NULL,29700
191827,Ready,2025-06-29,0,NULL,NULL,0
191828,Recovery,2025-07-03,10200,NULL,NULL,10200
191829,LendingToB,2025-07-03,10200,NULL,NULL,10200
191830,Lending,2025-07-03,26400,NULL,NULL,26400
191831,LendingToB,2025-07-03,26400,NULL,NULL,26400
191832,LendingToB,2025-07-07,0,NULL,NULL,0
191833,LendingToB,2025-07-07,37000,NULL,NULL,37000
191834,Impossibility,2025-07-03,1740,NULL,NULL,1740
191835,Impossibility,2025-07-03,1740,NULL,NULL,1740
191836,Lending,2025-07-03,1740,NULL,NULL,1740
191837,Ready,2025-06-25,0,NULL,NULL,0
191838,Impossibility,2025-06-25,0,NULL,NULL,0
191839,Impossibility,2025-06-25,0,NULL,NULL,0
191840,Impossibility,2025-06-25,0,NULL,NULL,0
191841,Impossibility,2025-06-25,0,NULL,NULL,0
191842,LendingToB,2025-06-25,0,NULL,NULL,0
191843,LendingToB,2025-06-25,0,NULL,NULL,0
191844,LendingToB,2025-06-25,0,NULL,NULL,0
191845,LendingToB,2025-06-25,0,NULL,NULL,0
191846,LendingToB,2025-06-25,0,NULL,NULL,0
191847,LendingToB,2025-06-25,0,NULL,NULL,0
191848,LendingToB,2025-06-25,0,NULL,NULL,0
191849,LendingToB,2025-06-25,0,NULL,NULL,0
191850,LendingToB,2025-06-25,0,NULL,NULL,0
191851,LendingToB,2025-06-25,0,NULL,NULL,0
191852,LendingToB,2025-06-25,0,NULL,NULL,0
191853,LendingToB,2025-06-25,0,NULL,NULL,0
191854,LendingToB,2025-06-25,0,NULL,NULL,0
191855,LendingToB,2025-06-25,0,NULL,NULL,0
191856,LendingToB,2025-06-25,0,NULL,NULL,0
191857,LendingToB,2025-06-25,0,NULL,NULL,0
191858,LendingToB,2025-06-25,0,NULL,NULL,0
191859,LendingToB,2025-06-25,0,NULL,NULL,0
191860,LendingToB,2025-06-25,0,NULL,NULL,0
191861,LendingToB,2025-06-25,0,NULL,NULL,0
191862,LendingToB,2025-06-25,0,NULL,NULL,0
191863,LendingToB,2025-06-25,0,NULL,NULL,0
191864,LendingToB,2025-06-25,0,NULL,NULL,0
191865,Impossibility,2025-06-25,0,NULL,NULL,0
191866,Impossibility,2025-06-25,0,NULL,NULL,0
191867,Impossibility,2025-06-25,0,NULL,NULL,0
191868,Impossibility,2025-06-25,0,NULL,NULL,0
191869,Impossibility,2025-06-25,0,NULL,NULL,0
191870,Impossibility,2025-06-25,0,NULL,NULL,0
191871,LendingToB,2025-07-03,20954,NULL,NULL,20954
