id,status ,arrival_at,cost,overhead_cost,discount,acquisition_costs
185396,LendingToB,2025-05-02,2358,NULL,NULL,2358
185397,LendingToB,2025-05-02,2358,NULL,NULL,2358
185398,LendingToB,2025-05-02,2358,NULL,NULL,2358
185399,LendingToB,2025-05-02,2358,NULL,NULL,2358
185400,LendingToB,2025-05-02,2358,NULL,NULL,2358
185401,LendingToB,2025-05-02,2358,NULL,NULL,2358
185402,LendingToB,2025-05-02,2358,NULL,NULL,2358
185403,Recovery,2025-05-14,31500,NULL,NULL,31500
185405,Lending,2025-07-03,16800,NULL,NULL,16800
185406,Impossibility,2025-04-28,0,NULL,NULL,0
185407,LendingToB,2025-05-02,35299,NULL,NULL,35299
185426,NotDemanded,9999-12-31,0,NULL,NULL,0
185436,NotDemanded,9999-12-31,16680,NULL,NULL,16680
185437,NotDemanded,9999-12-31,16680,NULL,NULL,16680
185440,LendingToB,2025-04-28,25200,NULL,NULL,25200
185441,LendingToB,2025-04-28,25200,NULL,NULL,25200
185442,LendingToB,2025-04-28,25200,NULL,NULL,25200
185443,LendingToB,2025-04-28,25200,NULL,NULL,25200
185444,LendingToB,2025-04-28,25200,NULL,NULL,25200
185445,LendingToB,2025-04-28,25200,NULL,NULL,25200
185446,LendingToB,2025-04-28,25200,NULL,NULL,25200
185447,LendingToB,2025-04-28,25200,NULL,NULL,25200
185448,LendingToB,2025-04-28,25200,NULL,NULL,25200
185449,LendingToB,2025-04-28,25200,NULL,NULL,25200
185450,LendingToB,2025-04-28,25200,NULL,NULL,25200
185451,LendingToB,2025-04-28,25200,NULL,NULL,25200
185452,Recovery,2025-04-28,32000,NULL,NULL,32000
185453,LendingToB,2025-04-28,32000,NULL,NULL,32000
185454,LendingToB,2025-04-28,16500,NULL,NULL,16500
185455,LendingToB,2025-04-28,16500,NULL,NULL,16500
185456,LendingToB,2025-04-28,16500,NULL,NULL,16500
185457,LendingToB,2025-04-28,16500,NULL,NULL,16500
185458,LendingToB,2025-04-28,15500,NULL,NULL,15500
185459,LendingToB,2025-04-28,15500,NULL,NULL,15500
185460,Lending,2025-04-28,15500,NULL,NULL,15500
185461,Lending,2025-04-28,15500,NULL,NULL,15500
185465,Impossibility,2025-04-09,0,NULL,NULL,0
185466,Impossibility,2025-04-09,0,NULL,NULL,0
185467,Impossibility,2025-04-09,0,NULL,NULL,0
185468,Impossibility,2025-04-09,0,NULL,NULL,0
185469,Impossibility,2025-04-09,0,NULL,NULL,0
185470,Impossibility,2025-04-09,0,NULL,NULL,0
185471,Impossibility,2025-04-09,0,NULL,NULL,0
185472,Impossibility,2025-04-09,0,NULL,NULL,0
185473,Impossibility,2025-04-09,0,NULL,NULL,0
185474,Impossibility,2025-04-09,0,NULL,NULL,0
185475,Impossibility,2025-04-09,0,NULL,NULL,0
185476,Impossibility,2025-04-09,0,NULL,NULL,0
185477,Impossibility,2025-04-09,0,NULL,NULL,0
185478,Impossibility,2025-04-09,0,NULL,NULL,0
185479,Impossibility,2025-04-09,0,NULL,NULL,0
185480,Impossibility,2025-04-09,0,NULL,NULL,0
185481,Impossibility,2025-04-09,0,NULL,NULL,0
185482,Impossibility,2025-04-09,0,NULL,NULL,0
185483,Impossibility,2025-04-09,0,NULL,NULL,0
185484,Impossibility,2025-04-09,0,NULL,NULL,0
185485,Impossibility,2025-04-09,0,NULL,NULL,0
185486,Impossibility,2025-04-09,0,NULL,NULL,0
185487,Impossibility,2025-04-09,0,NULL,NULL,0
185488,Lending,2025-04-25,30800,NULL,NULL,30800
185489,Impossibility,2025-04-25,30800,NULL,NULL,30800
185490,Lending,2025-04-25,30800,NULL,NULL,30800
185491,Lending,2025-04-25,30800,NULL,NULL,30800
185492,LendingToB,2025-04-25,30800,NULL,NULL,30800
185493,Lending,2025-04-25,30800,NULL,NULL,30800
185494,Lending,2025-04-25,30800,NULL,NULL,30800
185495,Lending,2025-04-25,30800,NULL,NULL,30800
185496,Lending,2025-04-25,30800,NULL,NULL,30800
185497,Lending,2025-04-25,53300,NULL,NULL,53300
185498,LendingToB,2025-04-25,53300,NULL,NULL,53300
185499,Lending,2025-04-25,53300,NULL,NULL,53300
185500,LendingToB,2025-04-25,53300,NULL,NULL,53300
185501,Lending,2025-04-25,53300,NULL,NULL,53300
185502,Lending,2025-04-25,59300,NULL,NULL,59300
185503,Lending,2025-04-25,59300,NULL,NULL,59300
185504,Lending,2025-04-25,59300,NULL,NULL,59300
185505,Lending,2025-04-25,59300,NULL,NULL,59300
185506,Lending,2025-04-25,59300,NULL,NULL,59300
185507,LendingToB,2025-04-25,70200,NULL,NULL,70200
185508,Lending,2025-04-25,70200,NULL,NULL,70200
185509,Lending,2025-04-25,70200,NULL,NULL,70200
185510,Impossibility,2025-04-09,0,NULL,NULL,0
185511,Impossibility,2025-04-09,0,NULL,NULL,0
185513,Lending,2025-04-28,10500,NULL,NULL,10500
185514,Lending,2025-04-28,10500,NULL,NULL,10500
185515,Lending,2025-04-28,10500,NULL,NULL,10500
185516,Ready,2025-04-28,10500,NULL,NULL,10500
185517,Lending,2025-04-28,9000,NULL,NULL,9000
185518,Lending,2025-04-28,9000,NULL,NULL,9000
185519,Recovery,2025-04-28,25200,NULL,NULL,25200
185520,Impossibility,2025-04-28,25200,NULL,NULL,25200
185521,Lending,2025-04-28,9900,NULL,NULL,9900
185522,Lending,2025-04-28,9900,NULL,NULL,9900
185523,Impossibility,2025-04-28,9900,NULL,NULL,9900
185525,LendingToB,2025-05-02,0,NULL,NULL,0
185526,LendingToB,2025-05-02,41160,NULL,NULL,41160
185527,LendingToB,2025-05-02,41160,NULL,NULL,41160
185528,LendingToB,2025-05-02,41160,NULL,NULL,41160
185529,LendingToB,2025-05-02,0,NULL,NULL,0
185530,LendingToB,2025-05-02,0,NULL,NULL,0
185531,LendingToB,2025-05-02,0,NULL,NULL,0
185532,LendingToB,2025-05-02,0,NULL,NULL,0
185533,LendingToB,2025-05-02,0,NULL,NULL,0
185534,LendingToB,2025-05-02,0,NULL,NULL,0
185535,LendingToB,2025-05-02,52185,NULL,NULL,52185
185536,LendingToB,2025-05-02,0,NULL,NULL,0
185537,LendingToB,2025-05-02,0,NULL,NULL,0
185538,LendingToB,2025-05-02,0,NULL,NULL,0
185539,LendingToB,2025-05-02,0,NULL,NULL,0
185540,LendingToB,2025-05-02,0,NULL,NULL,0
185541,LendingToB,2025-05-02,15750,NULL,NULL,15750
185542,LendingToB,2025-05-02,15750,NULL,NULL,15750
185543,LendingToB,2025-05-02,15750,NULL,NULL,15750
185544,LendingToB,2025-05-02,15750,NULL,NULL,15750
185545,LendingToB,2025-05-02,15750,NULL,NULL,15750
185546,LendingToB,2025-05-02,15750,NULL,NULL,15750
185547,LendingToB,2025-05-02,15750,NULL,NULL,15750
185548,LendingToB,2025-05-02,15750,NULL,NULL,15750
185549,LendingToB,2025-05-02,15750,NULL,NULL,15750
185550,LendingToB,2025-05-02,15750,NULL,NULL,15750
185551,LendingToB,2025-05-02,15750,NULL,NULL,15750
185552,LendingToB,2025-05-02,15750,NULL,NULL,15750
185553,LendingToB,2025-05-02,15750,NULL,NULL,15750
185554,LendingToB,2025-05-02,15750,NULL,NULL,15750
185555,LendingToB,2025-05-02,15750,NULL,NULL,15750
185556,LendingToB,2025-05-02,3796,NULL,NULL,3796
185557,LendingToB,2025-05-02,3796,NULL,NULL,3796
185558,LendingToB,2025-05-02,3796,NULL,NULL,3796
185559,LendingToB,2025-05-02,3796,NULL,NULL,3796
185560,LendingToB,2025-05-02,3796,NULL,NULL,3796
185561,LendingToB,2025-05-02,3796,NULL,NULL,3796
185562,LendingToB,2025-05-02,3796,NULL,NULL,3796
185563,LendingToB,2025-05-02,3796,NULL,NULL,3796
185564,LendingToB,2025-05-02,3796,NULL,NULL,3796
185565,LendingToB,2025-05-02,3796,NULL,NULL,3796
185566,LendingToB,2025-05-02,3796,NULL,NULL,3796
185567,LendingToB,2025-05-02,3796,NULL,NULL,3796
185568,LendingToB,2025-05-02,3796,NULL,NULL,3796
185569,LendingToB,2025-05-02,3796,NULL,NULL,3796
185570,LendingToB,2025-05-02,3796,NULL,NULL,3796
185571,LendingToB,2025-05-02,7470,NULL,NULL,7470
185572,LendingToB,2025-05-02,7470,NULL,NULL,7470
185573,LendingToB,2025-05-02,7470,NULL,NULL,7470
185574,LendingToB,2025-05-02,7470,NULL,NULL,7470
185575,LendingToB,2025-05-02,7470,NULL,NULL,7470
185576,LendingToB,2025-05-02,7470,NULL,NULL,7470
185577,LendingToB,2025-05-02,7470,NULL,NULL,7470
185578,LendingToB,2025-05-02,7470,NULL,NULL,7470
185579,LendingToB,2025-05-02,7471,NULL,NULL,7471
185580,LendingToB,2025-05-02,7471,NULL,NULL,7471
185581,LendingToB,2025-05-02,7471,NULL,NULL,7471
185582,LendingToB,2025-05-02,7471,NULL,NULL,7471
185583,LendingToB,2025-05-02,7471,NULL,NULL,7471
185584,LendingToB,2025-05-02,7471,NULL,NULL,7471
185585,LendingToB,2025-05-02,7471,NULL,NULL,7471
185586,LendingToB,2025-05-02,7471,NULL,NULL,7471
185587,LendingToB,2025-05-02,7471,NULL,NULL,7471
185588,LendingToB,2025-05-02,7471,NULL,NULL,7471
185589,LendingToB,2025-05-02,7471,NULL,NULL,7471
185590,LendingToB,2025-05-02,7471,NULL,NULL,7471
185591,LendingToB,2025-05-02,7471,NULL,NULL,7471
185592,LendingToB,2025-05-02,7471,NULL,NULL,7471
185593,LendingToB,2025-05-02,7471,NULL,NULL,7471
185594,LendingToB,2025-05-02,7471,NULL,NULL,7471
185595,LendingToB,2025-05-02,7471,NULL,NULL,7471
185596,LendingToB,2025-05-02,7471,NULL,NULL,7471
185597,LendingToB,2025-05-02,7471,NULL,NULL,7471
185598,LendingToB,2025-05-02,7471,NULL,NULL,7471
185599,LendingToB,2025-05-02,7471,NULL,NULL,7471
185600,LendingToB,2025-05-02,7471,NULL,NULL,7471
185601,LendingToB,2025-05-02,7471,NULL,NULL,7471
185602,LendingToB,2025-05-02,7471,NULL,NULL,7471
185603,LendingToB,2025-05-02,7471,NULL,NULL,7471
185604,LendingToB,2025-05-02,7471,NULL,NULL,7471
185605,LendingToB,2025-05-02,7471,NULL,NULL,7471
185606,LendingToB,2025-05-02,7471,NULL,NULL,7471
185607,LendingToB,2025-05-02,7471,NULL,NULL,7471
185608,LendingToB,2025-05-02,7471,NULL,NULL,7471
185609,LendingToB,2025-05-02,7471,NULL,NULL,7471
185610,LendingToB,2025-05-02,7471,NULL,NULL,7471
185731,LendingToB,2025-05-02,14093,NULL,NULL,14093
185732,LendingToB,2025-05-02,14093,NULL,NULL,14093
185733,LendingToB,2025-05-02,0,NULL,NULL,0
185734,LendingToB,2025-05-02,0,NULL,NULL,0
185735,LendingToB,2025-04-30,29544,NULL,NULL,29544
185736,LendingToB,2025-04-30,29544,NULL,NULL,29544
185737,LendingToB,2025-04-30,29544,NULL,NULL,29544
185739,LendingToB,2025-04-30,29543,NULL,NULL,29543
185740,LendingToB,2025-04-30,29543,NULL,NULL,29543
185741,LendingToB,2025-04-30,29543,NULL,NULL,29543
185742,LendingToB,2025-05-02,0,NULL,NULL,0
185743,LendingToB,2025-05-02,0,NULL,NULL,0
185762,LendingToB,2025-05-02,0,NULL,NULL,0
185763,LendingToB,2025-05-02,0,NULL,NULL,0
185764,LendingToB,2025-05-02,0,NULL,NULL,0
185765,LendingToB,2025-05-02,0,NULL,NULL,0
185766,LendingToB,2025-05-02,0,NULL,NULL,0
185767,LendingToB,2025-05-02,0,NULL,NULL,0
185768,LendingToB,2025-05-02,0,NULL,NULL,0
185769,LendingToB,2025-05-02,0,NULL,NULL,0
185770,LendingToB,2025-05-02,0,NULL,NULL,0
185771,LendingToB,2025-05-02,0,NULL,NULL,0
185772,LendingToB,2025-05-02,0,NULL,NULL,0
185773,LendingToB,2025-05-02,0,NULL,NULL,0
185774,LendingToB,2025-05-02,0,NULL,NULL,0
185775,LendingToB,2025-05-02,0,NULL,NULL,0
185776,LendingToB,2025-05-02,0,NULL,NULL,0
185777,LendingToB,2025-05-02,0,NULL,NULL,0
185778,LendingToB,2025-05-02,0,NULL,NULL,0
185779,LendingToB,2025-05-02,0,NULL,NULL,0
185780,LendingToB,2025-05-02,0,NULL,NULL,0
185781,LendingToB,2025-05-02,0,NULL,NULL,0
185782,LendingToB,2025-05-02,0,NULL,NULL,0
185783,LendingToB,2025-05-02,0,NULL,NULL,0
185784,LendingToB,2025-05-02,0,NULL,NULL,0
185785,LendingToB,2025-05-02,0,NULL,NULL,0
185786,LendingToB,2025-05-02,0,NULL,NULL,0
185787,LendingToB,2025-05-02,0,NULL,NULL,0
185788,LendingToB,2025-05-02,0,NULL,NULL,0
185789,LendingToB,2025-05-02,0,NULL,NULL,0
185790,LendingToB,2025-05-02,0,NULL,NULL,0
185791,LendingToB,2025-05-02,0,NULL,NULL,0
185792,LendingToB,2025-05-02,0,NULL,NULL,0
185793,LendingToB,2025-05-02,0,NULL,NULL,0
185794,LendingToB,2025-05-02,0,NULL,NULL,0
185795,LendingToB,2025-05-02,0,NULL,NULL,0
185796,LendingToB,2025-05-02,0,NULL,NULL,0
185797,LendingToB,2025-05-02,0,NULL,NULL,0
185798,LendingToB,2025-04-30,24603,NULL,NULL,24603
185807,LendingToB,2025-05-02,0,NULL,NULL,0
185808,LendingToB,2025-05-02,0,NULL,NULL,0
185809,LendingToB,2025-05-02,0,NULL,NULL,0
185810,LendingToB,2025-05-02,0,NULL,NULL,0
185811,LendingToB,2025-05-02,0,NULL,NULL,0
185812,LendingToB,2025-05-02,0,NULL,NULL,0
185813,LendingToB,2025-05-02,0,NULL,NULL,0
185814,LendingToB,2025-05-02,0,NULL,NULL,0
185815,LendingToB,2025-05-02,0,NULL,NULL,0
185816,LendingToB,2025-05-02,0,NULL,NULL,0
185817,LendingToB,2025-05-02,0,NULL,NULL,0
185818,LendingToB,2025-05-02,0,NULL,NULL,0
185819,LendingToB,2025-05-02,0,NULL,NULL,0
185820,LendingToB,2025-05-02,0,NULL,NULL,0
185821,LendingToB,2025-05-02,0,NULL,NULL,0
185822,LendingToB,2025-05-02,0,NULL,NULL,0
185823,LendingToB,2025-05-02,0,NULL,NULL,0
185824,LendingToB,2025-05-02,0,NULL,NULL,0
185825,LendingToB,2025-05-02,0,NULL,NULL,0
185826,LendingToB,2025-05-02,0,NULL,NULL,0
185827,LendingToB,2025-05-02,0,NULL,NULL,0
185828,LendingToB,2025-05-02,0,NULL,NULL,0
185829,LendingToB,2025-05-02,0,NULL,NULL,0
185830,LendingToB,2025-05-02,0,NULL,NULL,0
185831,LendingToB,2025-05-02,0,NULL,NULL,0
185832,LendingToB,2025-05-02,0,NULL,NULL,0
185833,LendingToB,2025-05-02,0,NULL,NULL,0
185834,LendingToB,2025-05-02,0,NULL,NULL,0
185835,LendingToB,2025-05-02,31920,NULL,NULL,31920
185836,LendingToB,2025-05-02,31920,NULL,NULL,31920
185837,LendingToB,2025-05-02,31920,NULL,NULL,31920
185838,LendingToB,2025-05-02,31920,NULL,NULL,31920
185839,LendingToB,2025-05-02,31920,NULL,NULL,31920
185840,LendingToB,2025-05-02,31920,NULL,NULL,31920
185841,LendingToB,2025-05-02,31920,NULL,NULL,31920
185842,LendingToB,2025-05-02,31920,NULL,NULL,31920
185843,LendingToB,2025-05-02,31920,NULL,NULL,31920
185844,LendingToB,2025-05-02,31920,NULL,NULL,31920
185845,LendingToB,2025-05-02,31920,NULL,NULL,31920
185846,LendingToB,2025-05-02,31920,NULL,NULL,31920
185847,LendingToB,2025-05-02,31920,NULL,NULL,31920
185848,LendingToB,2025-05-02,31920,NULL,NULL,31920
185849,LendingToB,2025-05-02,31920,NULL,NULL,31920
185850,LendingToB,2025-05-02,31920,NULL,NULL,31920
185851,LendingToB,2025-05-02,31920,NULL,NULL,31920
185852,LendingToB,2025-05-02,31920,NULL,NULL,31920
185853,LendingToB,2025-05-02,31920,NULL,NULL,31920
185854,LendingToB,2025-05-02,31920,NULL,NULL,31920
185855,LendingToB,2025-05-02,31920,NULL,NULL,31920
185856,LendingToB,2025-05-02,31920,NULL,NULL,31920
185857,LendingToB,2025-05-02,31920,NULL,NULL,31920
185858,LendingToB,2025-05-02,31920,NULL,NULL,31920
185859,LendingToB,2025-05-02,31920,NULL,NULL,31920
185860,LendingToB,2025-05-02,31920,NULL,NULL,31920
185861,LendingToB,2025-05-02,31920,NULL,NULL,31920
185862,LendingToB,2025-05-02,31920,NULL,NULL,31920
185863,LendingToB,2025-05-02,31920,NULL,NULL,31920
185864,LendingToB,2025-05-02,31920,NULL,NULL,31920
185865,LendingToB,2025-05-02,31920,NULL,NULL,31920
185866,LendingToB,2025-05-02,31920,NULL,NULL,31920
185867,LendingToB,2025-05-02,31920,NULL,NULL,31920
185868,LendingToB,2025-05-02,31920,NULL,NULL,31920
185869,LendingToB,2025-05-02,31920,NULL,NULL,31920
185870,LendingToB,2025-05-02,31920,NULL,NULL,31920
185871,LendingToB,2025-05-02,0,NULL,NULL,0
185872,LendingToB,2025-05-02,0,NULL,NULL,0
185873,LendingToB,2025-05-02,0,NULL,NULL,0
185874,LendingToB,2025-05-02,0,NULL,NULL,0
185875,LendingToB,2025-05-02,0,NULL,NULL,0
185876,LendingToB,2025-05-02,0,NULL,NULL,0
185877,LendingToB,2025-05-02,0,NULL,NULL,0
185878,LendingToB,2025-05-02,0,NULL,NULL,0
185879,LendingToB,2025-05-02,0,NULL,NULL,0
185880,LendingToB,2025-05-02,0,NULL,NULL,0
185881,LendingToB,2025-05-02,0,NULL,NULL,0
185882,LendingToB,2025-05-02,0,NULL,NULL,0
185883,LendingToB,2025-05-02,0,NULL,NULL,0
185884,LendingToB,2025-05-02,0,NULL,NULL,0
185885,LendingToB,2025-05-02,0,NULL,NULL,0
185886,LendingToB,2025-05-02,0,NULL,NULL,0
185887,LendingToB,2025-05-02,0,NULL,NULL,0
185888,LendingToB,2025-05-02,0,NULL,NULL,0
185889,LendingToB,2025-05-02,0,NULL,NULL,0
185890,LendingToB,2025-05-02,0,NULL,NULL,0
185891,LendingToB,2025-05-02,0,NULL,NULL,0
185892,LendingToB,2025-05-02,0,NULL,NULL,0
185893,LendingToB,2025-05-02,0,NULL,NULL,0
185894,LendingToB,2025-05-02,0,NULL,NULL,0
185895,LendingToB,2025-05-02,0,NULL,NULL,0
185896,LendingToB,2025-05-02,0,NULL,NULL,0
185897,LendingToB,2025-05-02,0,NULL,NULL,0
185898,LendingToB,2025-05-02,0,NULL,NULL,0
185899,LendingToB,2025-05-02,0,NULL,NULL,0
185900,LendingToB,2025-05-02,0,NULL,NULL,0
185901,LendingToB,2025-05-02,0,NULL,NULL,0
185902,LendingToB,2025-05-02,0,NULL,NULL,0
185903,LendingToB,2025-05-02,0,NULL,NULL,0
185904,LendingToB,2025-05-02,0,NULL,NULL,0
185905,LendingToB,2025-05-02,0,NULL,NULL,0
185906,LendingToB,2025-05-02,0,NULL,NULL,0
185907,LendingToB,2025-05-02,0,NULL,NULL,0
185908,LendingToB,2025-05-02,0,NULL,NULL,0
185909,LendingToB,2025-05-02,0,NULL,NULL,0
185910,LendingToB,2025-05-02,0,NULL,NULL,0
185911,LendingToB,2025-05-02,0,NULL,NULL,0
185912,LendingToB,2025-05-02,0,NULL,NULL,0
185913,LendingToB,2025-05-02,0,NULL,NULL,0
185914,LendingToB,2025-05-02,0,NULL,NULL,0
185915,LendingToB,2025-05-02,0,NULL,NULL,0
185916,LendingToB,2025-05-02,0,NULL,NULL,0
185917,LendingToB,2025-05-02,0,NULL,NULL,0
185918,LendingToB,2025-05-02,0,NULL,NULL,0
185919,LendingToB,2025-05-02,0,NULL,NULL,0
185920,LendingToB,2025-05-02,0,NULL,NULL,0
185921,LendingToB,2025-05-02,0,NULL,NULL,0
185922,LendingToB,2025-05-02,0,NULL,NULL,0
185923,LendingToB,2025-05-02,0,NULL,NULL,0
185924,LendingToB,2025-05-02,0,NULL,NULL,0
185925,LendingToB,2025-05-02,0,NULL,NULL,0
185926,LendingToB,2025-05-02,0,NULL,NULL,0
185927,LendingToB,2025-05-02,0,NULL,NULL,0
185928,LendingToB,2025-05-02,0,NULL,NULL,0
185929,LendingToB,2025-05-02,0,NULL,NULL,0
185930,LendingToB,2025-05-02,0,NULL,NULL,0
185931,LendingToB,2025-05-02,0,NULL,NULL,0
185932,LendingToB,2025-05-02,0,NULL,NULL,0
185933,LendingToB,2025-05-02,0,NULL,NULL,0
185934,LendingToB,2025-05-02,0,NULL,NULL,0
185935,LendingToB,2025-05-02,0,NULL,NULL,0
185936,LendingToB,2025-05-02,0,NULL,NULL,0
185937,LendingToB,2025-05-02,0,NULL,NULL,0
185938,LendingToB,2025-05-02,0,NULL,NULL,0
185939,LendingToB,2025-05-02,0,NULL,NULL,0
185940,LendingToB,2025-05-02,0,NULL,NULL,0
185941,LendingToB,2025-05-02,0,NULL,NULL,0
185942,LendingToB,2025-05-02,0,NULL,NULL,0
185947,LendingToB,2025-05-02,0,NULL,NULL,0
185948,LendingToB,2025-05-02,0,NULL,NULL,0
185949,LendingToB,2025-05-02,0,NULL,NULL,0
185950,LendingToB,2025-05-02,0,NULL,NULL,0
185951,LendingToB,2025-05-02,0,NULL,NULL,0
185952,LendingToB,2025-05-02,0,NULL,NULL,0
185953,LendingToB,2025-05-02,0,NULL,NULL,0
185954,LendingToB,2025-05-02,0,NULL,NULL,0
185955,LendingToB,2025-05-02,0,NULL,NULL,0
185956,LendingToB,2025-05-02,0,NULL,NULL,0
185957,LendingToB,2025-05-02,0,NULL,NULL,0
185958,LendingToB,2025-05-02,0,NULL,NULL,0
185959,LendingToB,2025-05-02,0,NULL,NULL,0
185960,LendingToB,2025-05-02,0,NULL,NULL,0
185961,LendingToB,2025-05-02,0,NULL,NULL,0
185962,LendingToB,2025-05-02,0,NULL,NULL,0
185963,LendingToB,2025-05-02,24036,NULL,NULL,24036
185964,LendingToB,2025-05-02,24036,NULL,NULL,24036
185965,LendingToB,2025-05-02,24036,NULL,NULL,24036
185966,LendingToB,2025-05-02,24036,NULL,NULL,24036
185967,LendingToB,2025-05-02,24036,NULL,NULL,24036
185968,LendingToB,2025-05-02,24036,NULL,NULL,24036
185969,LendingToB,2025-05-02,24036,NULL,NULL,24036
185970,LendingToB,2025-05-02,24036,NULL,NULL,24036
185971,LendingToB,2025-05-02,0,NULL,NULL,0
185972,LendingToB,2025-05-02,0,NULL,NULL,0
185973,LendingToB,2025-05-02,0,NULL,NULL,0
185974,LendingToB,2025-05-02,0,NULL,NULL,0
185975,LendingToB,2025-05-02,0,NULL,NULL,0
185976,LendingToB,2025-05-02,0,NULL,NULL,0
185977,LendingToB,2025-05-02,0,NULL,NULL,0
185978,LendingToB,2025-05-02,0,NULL,NULL,0
185979,LendingToB,2025-05-02,0,NULL,NULL,0
185980,LendingToB,2025-05-02,0,NULL,NULL,0
185981,LendingToB,2025-05-02,0,NULL,NULL,0
185982,LendingToB,2025-05-02,0,NULL,NULL,0
185983,LendingToB,2025-05-02,0,NULL,NULL,0
185984,LendingToB,2025-05-02,0,NULL,NULL,0
185985,LendingToB,2025-05-02,0,NULL,NULL,0
185986,LendingToB,2025-05-02,0,NULL,NULL,0
185987,LendingToB,2025-04-30,24603,NULL,NULL,24603
185988,LendingToB,2025-05-02,34524,NULL,NULL,34524
185990,LendingToB,2025-05-02,36245,NULL,NULL,36245
185991,LendingToB,2025-05-02,0,NULL,NULL,0
185992,LendingToB,2025-05-02,0,NULL,NULL,0
185993,LendingToB,2025-05-02,0,NULL,NULL,0
185994,Lending,2025-05-19,43120,NULL,NULL,43120
185996,LendingToB,2025-05-02,29034,NULL,NULL,29034
185997,LendingToB,2025-05-02,29034,NULL,NULL,29034
185998,LendingToB,2025-05-02,29034,NULL,NULL,29034
185999,LendingToB,2025-05-02,0,NULL,NULL,0
186000,LendingToB,2025-05-02,0,NULL,NULL,0
186001,LendingToB,2025-05-02,0,NULL,NULL,0
186002,LendingToB,2025-04-28,4344,NULL,NULL,4344
186003,LendingToB,2025-04-28,4344,NULL,NULL,4344
186004,LendingToB,2025-04-28,4344,NULL,NULL,4344
186005,LendingToB,2025-04-28,4344,NULL,NULL,4344
186006,LendingToB,2025-04-28,4344,NULL,NULL,4344
186007,LendingToB,2025-04-28,4345,NULL,NULL,4345
186008,LendingToB,2025-04-28,4345,NULL,NULL,4345
186009,LendingToB,2025-04-28,4345,NULL,NULL,4345
186010,LendingToB,2025-04-28,4345,NULL,NULL,4345
186011,LendingToB,2025-04-28,4345,NULL,NULL,4345
186012,Lending,2025-04-30,12600,NULL,NULL,12600
186013,Lending,2025-04-30,12600,NULL,NULL,12600
186014,Lending,2025-04-30,12600,NULL,NULL,12600
186015,LendingToB,2025-05-02,13356,NULL,NULL,13356
186016,LendingToB,2025-04-28,10350,NULL,NULL,10350
186017,LendingToB,2025-04-28,10350,NULL,NULL,10350
186018,LendingToB,2025-04-28,10350,NULL,NULL,10350
186019,LendingToB,2025-04-28,10350,NULL,NULL,10350
186020,LendingToB,2025-04-28,10350,NULL,NULL,10350
186021,LendingToB,2025-04-28,10350,NULL,NULL,10350
186022,LendingToB,2025-04-28,10350,NULL,NULL,10350
186023,LendingToB,2025-04-28,10350,NULL,NULL,10350
186024,LendingToB,2025-04-28,10350,NULL,NULL,10350
186025,LendingToB,2025-04-28,14400,NULL,NULL,14400
186026,LendingToB,2025-04-28,14400,NULL,NULL,14400
186027,LendingToB,2025-04-28,58636,NULL,NULL,58636
186028,LendingToB,2025-04-28,76818,NULL,NULL,76818
186029,LendingToB,2025-06-18,37000,NULL,NULL,37000
186030,LendingToB,2025-06-18,37000,NULL,NULL,37000
186031,LendingToB,2025-05-14,68482,NULL,NULL,68482
186032,LendingToB,2025-05-14,108018,NULL,NULL,108018
186033,Impossibility,2025-05-16,34350,NULL,NULL,34350
186034,Impossibility,2025-05-16,34350,NULL,NULL,34350
186035,Lending,2025-06-13,47400,NULL,NULL,47400
186036,Lending,2025-06-13,0,NULL,NULL,0
186037,LendingToB,2025-05-26,14290,NULL,NULL,14290
186038,Lending,2025-05-27,14290,NULL,NULL,14290
186039,Recovery,2025-04-30,39600,NULL,NULL,39600
186040,Lending,2025-04-30,39600,NULL,NULL,39600
186041,Lending,2025-04-30,9900,NULL,NULL,9900
186042,Lending,2025-04-30,9900,NULL,NULL,9900
186043,Lending,2025-04-30,9900,NULL,NULL,9900
186044,Lending,2025-04-30,9900,NULL,NULL,9900
186045,Lending,2025-05-12,19416,NULL,NULL,19416
186046,LendingToB,2025-05-12,19416,NULL,NULL,19416
186047,Lending,2025-05-12,42578,NULL,NULL,42578
186048,Lending,2025-05-12,42578,NULL,NULL,42578
186049,Lending,2025-05-12,26569,NULL,NULL,26569
186050,Lending,2025-05-12,26569,NULL,NULL,26569
186051,LendingToB,2025-05-12,0,NULL,NULL,0
186052,Lending,2025-05-12,50071,NULL,NULL,50071
186053,Lending,2025-05-12,19415,NULL,NULL,19415
186054,Ready,2025-05-12,19415,NULL,NULL,19415
186055,Lending,2025-05-12,16860,NULL,NULL,16860
186056,Lending,2025-05-12,16860,NULL,NULL,16860
186057,Lending,2025-05-12,15327,NULL,NULL,15327
186058,Lending,2025-05-12,15327,NULL,NULL,15327
186059,Lending,2025-05-12,15327,NULL,NULL,15327
186060,Lending,2025-05-12,15327,NULL,NULL,15327
186061,Lending,2025-04-30,658,NULL,NULL,658
186062,Lending,2025-04-30,658,NULL,NULL,658
186063,Lending,2025-04-30,658,NULL,NULL,658
186064,Lending,2025-04-30,658,NULL,NULL,658
186065,Lending,2025-04-30,658,NULL,NULL,658
186066,Lending,2025-04-30,658,NULL,NULL,658
186067,Lending,2025-04-30,658,NULL,NULL,658
